id	name	created_time	created_time_unix	link	imageurl	likecount	reactionscount	commentcount
990875477705949	Never forget.	2016-10-16T21:53:20+0000	1476654800	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990875477705949/?type=3	https://scontent.xx.fbcdn.net/v/t31.0-8/14681933_990875477705949_9172963217858282084_o.jpg?oh=5248ec433097bcf53e820a85b2e9e68a&oe=58AFDD7F	333	419	20
990823684377795	Spotted in Florida by Rob, a supporter.	2016-10-16T20:21:14+0000	1476649274	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990823684377795/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14670835_990823684377795_8506683885951258071_n.jpg?oh=9fa067c72a871489d4fca06200d0be37&oe=58F3FD75	921	1115	25
990819734378190	If you don't feel confident right now, look at this. Also, remember brexit? Remember how it had NO chance of happening?	2016-10-18T23:01:00+0000	1476831660	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990819734378190/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14563574_990819734378190_4771689335957595504_n.jpg?oh=028c2288f1a9534b7f2d08ba7ec546c8&oe=58ECB131	897	1042	51
990777114382452	Sent by Neb, a supporter. #MediasNextTrumpLie	2016-10-16T18:52:42+0000	1476643962	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990777114382452/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14729275_990777114382452_8233808361072284818_n.jpg?oh=d63db485df537f2e008d6d8601498c80&oe=58B5C464	410	475	2
990768717716625	Unlike SELLOUT SANDERS we will fight and win!	2016-10-16T18:43:18+0000	1476643398	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990768717716625/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14650741_990768717716625_3956536310206606125_n.jpg?oh=7a6945e5b74b227f4d76217ab09c4163&oe=58FA0AAA	444	463	8
990764697717027	SAD	2016-10-16T18:37:58+0000	1476643078	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990764697717027/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14590399_990764697717027_8561147113152908133_n.jpg?oh=ed23dcd04a46f5d6042972db792ed74e&oe=58E5F9EC	373	835	171
990759127717584	Hillary Clinton wants mass shooters to be white. I wonder why?	2016-10-16T18:25:22+0000	1476642322	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990759127717584/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14642061_990759127717584_1953621884831397503_n.jpg?oh=054f9aa8643d6bebc6cf32c4794e3da4&oe=58B5DC52	280	354	11
990742361052594	SELLOUT SANDERS	2016-10-16T17:54:05+0000	1476640445	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990742361052594/?type=3	https://scontent.xx.fbcdn.net/v/l/t1.0-9/14725743_990742361052594_3023409272958158161_n.jpg?oh=20d312535f7211ebb641c0317baf0fd8&oe=58B65054	1971	2341	69
990714097722087	Hillary's staffers say she's funnier "after a drink or two." SAD!	2016-10-16T17:17:08+0000	1476638228	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990714097722087/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14708260_990714097722087_8822448786359030904_n.jpg?oh=5aec3d99793577356e0beaa2199bae80&oe=58B489E4	106	144	13
990704567723040	The election is being rigged by the crooked, dishonest, hoaxing media. Sent by Zach, a supporter.	2016-10-16T17:06:04+0000	1476637564	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990704567723040/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14590322_990704567723040_172744530472012290_n.jpg?oh=331748d83eef63722043fb491dedc670&oe=58B9BE35	1654	1892	27
990703644389799	IT'S TRUE	2016-10-16T17:04:53+0000	1476637493	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990703644389799/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14724613_990703644389799_3045088839546726959_n.jpg?oh=bc071d1e3010839479b09f182eda2670&oe=58F39877	865	985	22
990378704422293		2016-10-16T13:58:01+0000	1476626281	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990378704422293/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14720472_990378704422293_4146548381068525976_n.jpg?oh=c3b13c68a38cc9f8876de0ac63592fa9&oe=58E604BF	438	462	3
990378544422309		2016-10-16T12:58:00+0000	1476622680	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990378544422309/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14716137_990378544422309_6070156670707500734_n.jpg?oh=c61a7c107ff2fe9e1616d4da38f13d97&oe=58B3C8D8	393	436	9
990378267755670		2016-10-16T11:57:00+0000	1476619020	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990378267755670/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14650464_990378267755670_6094650092608120517_n.jpg?oh=099d638bf780622b3d43387bc70dabd2&oe=58EB49DF	151	167	9
990378044422359		2016-10-16T10:57:00+0000	1476615420	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990378044422359/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14716200_990378044422359_9024519583760971229_n.jpg?oh=8c69a11f50e783ebaba60d5a4ce43087&oe=58B832BA	205	232	7
990377917755705		2016-10-16T09:57:00+0000	1476611820	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990377917755705/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14731281_990377917755705_6411329523220460940_n.jpg?oh=d93707fec58b0f5d6e7f663a6674e47f&oe=58B2E435	780	944	20
990377754422388		2016-10-16T08:44:46+0000	1476607486	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990377754422388/?type=3	https://scontent.xx.fbcdn.net/v/t31.0-8/14701036_990377754422388_4678312512306237395_o.jpg?oh=d930e24b8e2b87891383d2a5e4b9f7cd&oe=58EC3B97	291	324	37
990304794429684		2016-10-16T06:33:27+0000	1476599607	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990304794429684/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14702353_990304794429684_20465624175334066_n.jpg?oh=7e7f68cffa82458f35003fff3a3c7bb9&oe=58EEAFCF	1023	1190	5
990281851098645		2016-10-16T06:56:00+0000	1476600960	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990281851098645/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14639642_990281851098645_8114254286546214909_n.jpg?oh=e752fc3196a5cf58f0569dcf45dd15b0&oe=58B14F80	599	686	8
990281791098651		2016-10-16T05:44:21+0000	1476596661	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990281791098651/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14570272_990281791098651_6959632751064812593_n.png?oh=ad43baeeee0a817635ccc43aafcd9440&oe=58F57360	1195	1326	17
990179667775530		2016-10-16T04:45:00+0000	1476593100	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990179667775530/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14650337_990179667775530_8340587155663436351_n.jpg?oh=ac1d562172c3255149afd16d5b39e9c4&oe=58B5A606	438	483	20
990179391108891		2016-10-16T03:45:00+0000	1476589500	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990179391108891/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14642114_990179391108891_6042686835377549271_n.jpg?oh=27fe5057a9828a0747e5161e11ad2df7&oe=58EEBC50	869	968	17
990178047775692		2016-10-16T02:32:47+0000	1476585167	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990178047775692/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14681847_990178047775692_3346942726689631941_n.jpg?oh=b5af9c560e854ab82de69063875510e2&oe=58EAF0A1	2530	3095	122
990110321115798	Sent by Ken, a supporter.	2016-10-16T02:30:00+0000	1476585000	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990110321115798/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14570324_990110321115798_8082425209567438433_n.jpg?oh=34c37f37a5e2ac4819783b6729a95411&oe=58B6D2BC	1716	2026	32
990110024449161	THEY KEEP COMING FORWARD! Remember, we are the media, and you have to believe everything we publish.	2016-10-16T01:29:00+0000	1476581340	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990110024449161/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14642041_990110024449161_611289388602787869_n.png?oh=395fed4c16fa02ff893dc46230f46e03&oe=58AFCC69	104	132	8
990109444449219	We're not gonna let it happen, folks. Sent by Cody, a supporter.	2016-10-16T00:16:15+0000	1476576975	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990109444449219/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14611133_990109444449219_3467947878782770644_n.jpg?oh=06d7f58eddf19c2f7fa73412b6ac9190&oe=58EC2E23	1162	1320	62
990029544457209	You got it.  Disdainus Maximus	2016-11-06T22:55:00+0000	1478472900	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990029544457209/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14642348_990029544457209_4423725817177693295_n.png?oh=1126c1f663867eac32e99730ac142387&oe=58EF219F	2086	2394	66
990014867792010	You can come back, but only as a legal immigrant.  Disdainus Maximus	2016-11-07T23:00:01+0000	1478559601	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/990014867792010/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14716362_990014867792010_6812877154981152777_n.png?oh=b8c89690911f061d22afa2860d121d04&oe=58F76B97	976	1282	29
989962821130548	Sent by Jim, a supporter.	2016-10-15T20:40:36+0000	1476564036	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/989962821130548/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14642287_989962821130548_2760675827439864937_n.jpg?oh=3bd2932075221687f024855ea630e4b5&oe=58B50E61	539	615	18
989955497797947	These are messages we get from the tolerant left. We really appreciate the kind words! 👌	2016-10-17T23:45:00+0000	1476747900	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/989955497797947/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14705674_989955497797947_8587179988865922245_n.png?oh=617dec039aca50b3870492d73e07e982&oe=58EF7824	471	562	44
989929184467245	It's gonna happen, folks.	2016-10-15T19:34:06+0000	1476560046	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/989929184467245/?type=3	https://scontent.xx.fbcdn.net/v/t31.0-8/14681907_989929184467245_3805498756115745807_o.jpg?oh=5d6cb811b1c0e8f2ef0cd9948184ae70&oe=58FA1840	707	811	52
989900897803407	Bill Clinton is a rapist and a pervert. Worse than Creepy Joe Biden!	2016-10-15T18:46:27+0000	1476557187	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/989900897803407/?type=3	https://scontent.xx.fbcdn.net/v/t31.0-8/14680918_989900897803407_5974537642548454203_o.jpg?oh=8792ff6acada2a87e469795504a4237a&oe=58F2EFA0	198	226	15
989868527806644	No, no, IT'S TRUE!	2016-10-15T18:12:41+0000	1476555161	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/989868527806644/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14732164_989868527806644_1712940054388056236_n.jpg?oh=efb3240e4de66360b56d3a3b6f1e8471&oe=58B5FAF1	504	588	27
989859937807503	BELIEVE IT!	2016-10-15T17:58:25+0000	1476554305	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/989859937807503/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14657361_989859937807503_4256782050061904665_n.jpg?oh=04085a4df0726635d1031d94290a1a9d&oe=58E4B2E8	271	303	11
989838831142947	CLINTON NEWS NETWORK! #MediasNextTrumpLie  Perch of Privilege	2016-10-15T23:36:01+0000	1476574561	https://www.facebook.com/GodEmperorTrump/photos/a.792821487511350.1073741828.791373644322801/989838831142947/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-9/14642101_989838831142947_1324804056707984804_n.jpg?oh=b5618acea3bbde2cd80e33cbbad8fb6d&oe=58B433E3	381	496	10
